#
# Transition date estimate for aafcottawacfiaf14n
#
# Site: aafcottawacfiaf14n
# Veg Type: AG
# ROI ID Number: 1000
# Aggregation period: 1day
# Year min: 2022
# Year max: 2025
# Final Processing Date: 2025-10-02
# Final Processing Time: 00:01:25
# Spline RMSE gcc_mean: 0.00307
# Spline RMSE gcc_50: 0.00321
# Spline RMSE gcc_75: 0.00329
# Spline RMSE gcc_90: 0.00336
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
aafcottawacfiaf14n,AG,1000,rising,gcc_50,2024-05-17,2024-05-22,2024-05-27,2024-05-16,2024-05-21,2024-05-26,2024-05-19,2024-05-24,2024-05-28,0.32658,0.34135,0.37104,0.31867,0.41948
aafcottawacfiaf14n,AG,1000,rising,gcc_50,2025-06-14,2025-06-19,2025-06-23,2025-06-13,2025-06-18,2025-06-22,2025-06-16,2025-06-20,2025-06-24,0.3266,0.34128,0.36932,0.31776,0.41547
aafcottawacfiaf14n,AG,1000,rising,gcc_mean,2022-05-22,2022-05-25,2022-05-30,2022-05-21,2022-05-24,2022-05-29,2022-05-23,2022-05-26,2022-05-31,0.3259,0.3471,0.38617,0.31575,0.45308
aafcottawacfiaf14n,AG,1000,rising,gcc_mean,2023-06-11,2023-06-18,2023-06-24,2023-06-07,2023-06-17,2023-06-23,2023-06-14,2023-06-19,2023-06-25,0.32732,0.34065,0.36429,0.31917,0.40671
aafcottawacfiaf14n,AG,1000,rising,gcc_mean,2024-05-17,2024-05-22,2024-05-27,2024-05-16,2024-05-21,2024-05-26,2024-05-19,2024-05-23,2024-07-04,0.32646,0.34119,0.37002,0.31841,0.41911
aafcottawacfiaf14n,AG,1000,rising,gcc_mean,2025-06-14,2025-06-18,2025-06-23,2025-06-13,2025-06-17,2025-06-22,2025-06-16,2025-06-20,2025-06-24,0.32649,0.33737,0.37047,0.31757,0.4138
aafcottawacfiaf14n,AG,1000,falling,gcc_90,2024-09-25,2024-09-24,2024-09-21,2024-11-09,2024-11-09,2024-11-09,2024-09-19,2024-09-19,2024-09-19,0.32902,0.33094,0.38976,0.3195,0.42656
aafcottawacfiaf14n,AG,1000,falling,gcc_90,2023-10-17,2023-10-07,2023-09-27,2023-10-18,2023-10-10,2023-09-30,2023-10-14,2023-10-04,2023-09-24,0.32264,0.3351,0.35521,0.31609,0.39304
aafcottawacfiaf14n,AG,1000,falling,gcc_90,2022-08-08,2022-08-04,2022-07-23,2022-08-09,2022-08-05,2022-07-25,2022-08-06,2022-08-03,2022-07-22,0.33279,0.35496,0.39526,0.32056,0.46642
aafcottawacfiaf14n,AG,1000,falling,gcc_75,2024-09-25,2024-09-24,2024-09-22,2024-11-09,2024-11-09,2024-11-09,2024-09-19,2024-09-19,2024-09-19,0.32836,0.33031,0.3718,0.31837,0.42235
aafcottawacfiaf14n,AG,1000,falling,gcc_75,2023-10-17,2023-10-08,2023-09-28,2023-10-18,2023-10-11,2023-09-30,2023-10-14,2023-10-05,2023-09-24,0.32145,0.33338,0.35335,0.31536,0.39037
aafcottawacfiaf14n,AG,1000,falling,gcc_75,2022-08-08,2022-08-04,2022-07-25,2022-08-09,2022-08-05,2022-07-27,2022-08-06,2022-08-03,2022-07-24,0.33047,0.35274,0.38739,0.31968,0.45487
aafcottawacfiaf14n,AG,1000,falling,gcc_50,2024-10-03,2024-09-24,2024-09-22,2024-11-09,2024-11-09,2024-11-09,2024-09-19,2024-09-19,2024-09-19,0.32629,0.32944,0.37141,0.31717,0.41251
aafcottawacfiaf14n,AG,1000,falling,gcc_50,2023-10-17,2023-10-08,2023-09-28,2023-10-18,2023-10-11,2023-09-30,2023-10-14,2023-10-05,2023-09-25,0.32056,0.33279,0.35229,0.31455,0.38862
aafcottawacfiaf14n,AG,1000,falling,gcc_50,2022-08-08,2022-08-04,2022-07-25,2022-08-09,2022-08-05,2022-07-27,2022-08-06,2022-08-03,2022-07-24,0.3286,0.35022,0.38453,0.31853,0.45037
aafcottawacfiaf14n,AG,1000,falling,gcc_mean,2024-10-03,2024-09-24,2024-09-22,2024-11-09,2024-11-09,2024-11-09,2024-09-19,2024-09-19,2024-09-19,0.326,0.32903,0.37111,0.31712,0.41324
aafcottawacfiaf14n,AG,1000,falling,gcc_mean,2023-10-17,2023-10-08,2023-09-28,2023-10-18,2023-10-11,2023-09-30,2023-10-14,2023-10-05,2023-09-24,0.32067,0.33253,0.35146,0.31451,0.38788
aafcottawacfiaf14n,AG,1000,falling,gcc_mean,2022-08-08,2022-08-04,2022-07-23,2022-08-09,2022-08-05,2022-07-25,2022-08-06,2022-08-03,2022-07-22,0.32896,0.34991,0.3878,0.3185,0.45295
