#
# Transition date estimate for tworfaa
#
# Site: tworfaa
# Veg Type: AG
# ROI ID Number: 1000
# Aggregation period: 1day
# Year min: 2018
# Year max: 2023
# Final Processing Date: 2025-10-02
# Final Processing Time: 00:16:54
# Spline RMSE gcc_mean: 0.00353
# Spline RMSE gcc_50: 0.0036
# Spline RMSE gcc_75: 0.00361
# Spline RMSE gcc_90: 0.00418
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
tworfaa,AG,1000,rising,gcc_90,2022-11-02,2022-12-04,2022-12-11,2022-10-30,2022-11-20,2022-12-10,2022-11-03,2022-12-05,2022-12-12,0.34282,0.35331,0.3721,0.33704,0.40328
tworfaa,AG,1000,rising,gcc_90,2023-04-14,2023-04-19,2023-04-28,2023-04-13,2023-04-18,2023-04-26,2023-04-16,2023-04-21,2023-04-29,0.35005,0.36517,0.39019,0.34242,0.43645
tworfaa,AG,1000,rising,gcc_75,2018-08-17,2018-08-21,2018-08-28,2018-08-15,2018-08-20,2018-08-26,2018-08-19,2018-08-23,2018-08-29,0.34614,0.35677,0.38562,0.33752,0.42686
tworfaa,AG,1000,rising,gcc_75,2018-10-29,2018-11-06,2018-12-11,2018-10-26,2018-11-05,2018-12-07,2018-11-02,2018-11-08,2018-12-13,0.35724,0.36967,0.39231,0.34892,0.43406
tworfaa,AG,1000,rising,gcc_75,2019-04-28,2019-05-02,2019-05-08,2019-04-27,2019-05-01,2019-05-06,2019-04-30,2019-05-03,2019-05-09,0.3461,0.35757,0.3786,0.33969,0.4131
tworfaa,AG,1000,rising,gcc_75,2019-11-17,2019-11-22,2019-11-29,2019-11-06,2019-11-20,2019-11-26,2019-11-20,2019-11-24,2019-11-30,0.347,0.35344,0.36589,0.343,0.38561
tworfaa,AG,1000,rising,gcc_75,2020-03-27,2020-04-04,2020-04-16,2020-03-25,2020-04-03,2020-04-11,2020-03-30,2020-04-06,2020-04-18,0.35111,0.36323,0.38452,0.34402,0.42467
tworfaa,AG,1000,rising,gcc_75,2020-08-28,2020-09-01,2020-09-08,2020-08-24,2020-08-31,2020-09-01,2020-09-10,2020-09-19,2020-09-19,0.34899,0.35312,0.36645,0.34523,0.38442
tworfaa,AG,1000,rising,gcc_75,2020-11-07,2020-11-20,2020-12-07,2020-11-06,2020-11-19,2020-12-06,2020-11-10,2020-11-22,2020-12-10,0.34645,0.35735,0.37561,0.33975,0.41138
tworfaa,AG,1000,rising,gcc_75,2021-05-08,2021-05-26,2021-06-10,2021-04-28,2021-05-24,2021-06-09,2021-05-20,2021-06-01,2021-06-11,0.34187,0.35174,0.37134,0.33518,0.40409
tworfaa,AG,1000,rising,gcc_75,2022-04-08,2022-04-16,2022-04-22,2022-04-06,2022-04-15,2022-04-21,2022-04-10,2022-04-17,2022-04-23,0.35137,0.36614,0.39366,0.34195,0.44009
tworfaa,AG,1000,rising,gcc_75,2022-11-02,2022-12-03,2022-12-11,2022-10-31,2022-11-20,2022-12-10,2022-11-03,2022-12-04,2022-12-12,0.34128,0.35163,0.37088,0.3355,0.40156
tworfaa,AG,1000,rising,gcc_75,2023-04-15,2023-04-20,2023-04-30,2023-04-13,2023-04-19,2023-04-28,2023-04-17,2023-04-22,2023-05-01,0.35058,0.36414,0.39047,0.34161,0.43498
tworfaa,AG,1000,rising,gcc_50,2018-08-17,2018-08-21,2018-08-28,2018-08-15,2018-08-20,2018-08-26,2018-08-19,2018-08-23,2018-08-29,0.34492,0.35523,0.38289,0.33627,0.42444
tworfaa,AG,1000,rising,gcc_50,2018-10-28,2018-11-05,2018-12-10,2018-10-26,2018-11-04,2018-12-06,2018-11-02,2018-11-07,2018-12-12,0.35465,0.36623,0.38943,0.34706,0.43102
tworfaa,AG,1000,rising,gcc_50,2019-04-28,2019-05-01,2019-05-08,2019-04-27,2019-04-30,2019-05-06,2019-04-29,2019-05-03,2019-05-09,0.34419,0.35298,0.37493,0.33731,0.41089
tworfaa,AG,1000,rising,gcc_50,2019-11-16,2019-11-21,2019-11-28,2019-11-07,2019-11-19,2019-11-26,2019-11-19,2019-11-23,2019-11-29,0.34503,0.35132,0.36277,0.34166,0.38186
tworfaa,AG,1000,rising,gcc_50,2020-03-27,2020-04-03,2020-04-14,2020-03-25,2020-04-02,2020-04-10,2020-03-30,2020-04-05,2020-04-18,0.34998,0.36019,0.38128,0.34301,0.41904
tworfaa,AG,1000,rising,gcc_50,2020-08-30,2020-09-02,2020-09-08,2020-08-25,2020-09-01,2020-09-01,2020-09-10,2020-09-19,2020-09-19,0.34805,0.35267,0.36577,0.34464,0.3831
tworfaa,AG,1000,rising,gcc_50,2020-11-08,2020-11-19,2020-12-07,2020-11-07,2020-11-18,2020-12-06,2020-11-11,2020-11-22,2020-12-10,0.34588,0.35561,0.37351,0.33926,0.40752
tworfaa,AG,1000,rising,gcc_50,2021-05-07,2021-05-27,2021-06-10,2021-04-28,2021-05-24,2021-06-09,2021-05-18,2021-06-01,2021-06-11,0.34022,0.34982,0.36932,0.33376,0.40034
tworfaa,AG,1000,rising,gcc_50,2022-04-08,2022-04-15,2022-04-22,2022-04-06,2022-04-14,2022-04-21,2022-04-09,2022-04-17,2022-04-23,0.34947,0.36209,0.39107,0.34014,0.43774
tworfaa,AG,1000,rising,gcc_50,2022-11-03,2022-12-03,2022-12-11,2022-11-01,2022-11-19,2022-12-10,2022-11-04,2022-12-04,2022-12-12,0.34099,0.35077,0.36963,0.33486,0.39991
tworfaa,AG,1000,rising,gcc_50,2023-04-15,2023-04-20,2023-04-30,2023-04-14,2023-04-19,2023-04-28,2023-04-17,2023-04-22,2023-05-01,0.34882,0.36193,0.38675,0.34028,0.43199
tworfaa,AG,1000,rising,gcc_mean,2018-08-17,2018-08-21,2018-08-28,2018-08-15,2018-08-20,2018-08-26,2018-08-19,2018-08-23,2018-08-29,0.34494,0.3553,0.38349,0.33634,0.42412
tworfaa,AG,1000,rising,gcc_mean,2018-10-28,2018-11-06,2018-12-10,2018-10-25,2018-11-04,2018-12-07,2018-11-02,2018-11-08,2018-12-13,0.35579,0.36803,0.38889,0.34762,0.42994
tworfaa,AG,1000,rising,gcc_mean,2019-04-28,2019-05-01,2019-05-08,2019-04-27,2019-04-30,2019-05-06,2019-04-30,2019-05-03,2019-05-09,0.34495,0.35324,0.37624,0.33813,0.41119
tworfaa,AG,1000,rising,gcc_mean,2019-11-16,2019-11-21,2019-11-28,2019-11-06,2019-11-19,2019-11-25,2019-11-19,2019-11-23,2019-11-29,0.3452,0.35141,0.36242,0.34196,0.38035
tworfaa,AG,1000,rising,gcc_mean,2020-03-27,2020-04-03,2020-04-13,2020-03-25,2020-04-02,2020-04-10,2020-03-30,2020-04-05,2020-04-18,0.34994,0.36012,0.38148,0.34301,0.41894
tworfaa,AG,1000,rising,gcc_mean,2020-08-30,2020-09-03,2020-09-09,2020-08-24,2020-09-01,2020-09-01,2020-09-17,2020-09-19,2020-09-19,0.3485,0.35385,0.36655,0.34492,0.38347
tworfaa,AG,1000,rising,gcc_mean,2020-11-07,2020-11-18,2020-11-30,2020-11-06,2020-11-17,2020-11-29,2020-11-10,2020-11-22,2020-12-10,0.34487,0.35482,0.37089,0.3392,0.40249
tworfaa,AG,1000,rising,gcc_mean,2021-05-06,2021-05-26,2021-06-09,2021-04-27,2021-05-23,2021-06-08,2021-05-18,2021-05-31,2021-06-10,0.33997,0.34995,0.3678,0.33357,0.40071
tworfaa,AG,1000,rising,gcc_mean,2022-04-08,2022-04-15,2022-04-22,2022-04-06,2022-04-14,2022-04-21,2022-04-10,2022-04-17,2022-04-23,0.34997,0.36246,0.39201,0.34065,0.43753
tworfaa,AG,1000,rising,gcc_mean,2022-11-03,2022-12-03,2022-12-10,2022-10-31,2022-11-19,2022-12-09,2022-11-04,2022-12-04,2022-12-11,0.34135,0.35079,0.36712,0.33494,0.39907
tworfaa,AG,1000,rising,gcc_mean,2023-04-15,2023-04-20,2023-04-30,2023-04-14,2023-04-19,2023-04-28,2023-04-17,2023-04-21,2023-05-01,0.34886,0.36285,0.38778,0.34035,0.43156
tworfaa,AG,1000,falling,gcc_90,2023-03-14,2023-03-12,2023-03-08,2023-03-15,2023-03-13,2023-03-09,2023-03-12,2023-03-10,2023-03-07,0.34475,0.35419,0.38023,0.3391,0.41711
tworfaa,AG,1000,falling,gcc_90,2022-06-30,2022-06-27,2022-06-22,2022-07-01,2022-06-28,2022-06-23,2022-06-28,2022-06-25,2022-06-21,0.32947,0.34449,0.37965,0.32061,0.43366
tworfaa,AG,1000,falling,gcc_90,2021-09-18,2021-09-16,2021-09-11,2021-09-19,2021-09-17,2021-09-13,2021-09-16,2021-09-14,2021-09-10,0.3504,0.35834,0.37823,0.34647,0.40756
tworfaa,AG,1000,falling,gcc_90,2021-03-14,2021-03-12,2021-03-09,2021-03-15,2021-03-13,2021-03-10,2021-03-13,2021-03-11,2021-03-08,0.33734,0.35263,0.38619,0.32894,0.42878
tworfaa,AG,1000,falling,gcc_90,2020-10-06,2020-10-04,2020-10-02,2020-10-07,2020-10-05,2020-10-03,2020-10-04,2020-10-03,2020-10-01,0.34303,0.3518,0.36519,0.34157,0.38676
tworfaa,AG,1000,falling,gcc_90,2020-07-13,2020-07-09,2020-07-02,2020-07-14,2020-07-10,2020-07-03,2020-07-11,2020-07-06,2020-07-01,0.34559,0.35735,0.38194,0.3397,0.42064
tworfaa,AG,1000,falling,gcc_90,2020-02-16,2020-02-14,2020-02-11,2020-02-18,2020-02-15,2020-02-12,2020-02-14,2020-02-13,2020-02-10,0.345,0.35153,0.3647,0.34042,0.38696
tworfaa,AG,1000,falling,gcc_90,2019-08-06,2019-08-03,2019-07-29,2019-08-07,2019-08-04,2019-07-31,2019-08-05,2019-08-02,2019-07-28,0.34088,0.3518,0.3745,0.33337,0.41007
tworfaa,AG,1000,falling,gcc_90,2019-03-26,2019-03-23,2019-03-19,2019-03-27,2019-03-24,2019-03-21,2019-03-24,2019-03-22,2019-03-18,0.34359,0.36057,0.40257,0.33727,0.44546
tworfaa,AG,1000,falling,gcc_90,2018-09-19,2018-09-18,2018-09-15,2018-09-20,2018-09-19,2018-09-17,2018-09-18,2018-09-17,2018-09-14,0.35041,0.36015,0.39852,0.34374,0.43163
tworfaa,AG,1000,falling,gcc_90,2018-06-29,2018-06-26,2018-06-20,2018-06-30,2018-06-27,2018-06-22,2018-06-27,2018-06-24,2018-06-19,0.34043,0.35605,0.38758,0.33384,0.43984
tworfaa,AG,1000,falling,gcc_75,2023-03-14,2023-03-12,2023-03-08,2023-03-15,2023-03-13,2023-03-09,2023-03-12,2023-03-10,2023-03-07,0.34385,0.353,0.37856,0.33843,0.41487
tworfaa,AG,1000,falling,gcc_75,2022-06-30,2022-06-27,2022-06-22,2022-07-01,2022-06-28,2022-06-23,2022-06-28,2022-06-25,2022-06-21,0.3278,0.34222,0.37704,0.31827,0.43222
tworfaa,AG,1000,falling,gcc_75,2021-09-18,2021-09-16,2021-09-11,2021-09-19,2021-09-17,2021-09-13,2021-09-16,2021-09-14,2021-09-10,0.34873,0.35655,0.37585,0.34484,0.40311
tworfaa,AG,1000,falling,gcc_75,2021-03-14,2021-03-12,2021-03-09,2021-03-15,2021-03-13,2021-03-10,2021-03-12,2021-03-11,2021-03-08,0.33522,0.35027,0.38403,0.33077,0.42752
tworfaa,AG,1000,falling,gcc_75,2020-10-06,2020-10-04,2020-10-02,2020-10-07,2020-10-05,2020-10-03,2020-10-04,2020-10-03,2020-10-01,0.34181,0.35091,0.36452,0.34024,0.38498
tworfaa,AG,1000,falling,gcc_75,2020-07-13,2020-07-09,2020-07-02,2020-07-14,2020-07-10,2020-07-04,2020-07-11,2020-07-07,2020-07-01,0.34424,0.35537,0.38011,0.33692,0.41772
tworfaa,AG,1000,falling,gcc_75,2020-02-17,2020-02-14,2020-02-11,2020-02-18,2020-02-15,2020-02-12,2020-02-15,2020-02-13,2020-02-10,0.34261,0.35093,0.36366,0.33974,0.38576
tworfaa,AG,1000,falling,gcc_75,2019-08-06,2019-08-03,2019-07-29,2019-08-07,2019-08-04,2019-07-30,2019-08-04,2019-08-02,2019-07-28,0.33869,0.34932,0.37267,0.33205,0.4093
tworfaa,AG,1000,falling,gcc_75,2019-03-26,2019-03-23,2019-03-19,2019-03-27,2019-03-24,2019-03-21,2019-03-24,2019-03-22,2019-03-18,0.34094,0.35771,0.40019,0.33414,0.44298
tworfaa,AG,1000,falling,gcc_75,2018-09-19,2018-09-18,2018-09-15,2018-09-20,2018-09-19,2018-09-17,2018-09-18,2018-09-17,2018-09-14,0.34898,0.35847,0.39611,0.34269,0.42981
tworfaa,AG,1000,falling,gcc_75,2018-06-28,2018-06-25,2018-06-19,2018-06-29,2018-06-26,2018-06-21,2018-06-27,2018-06-24,2018-06-17,0.34347,0.36058,0.38703,0.33521,0.43701
tworfaa,AG,1000,falling,gcc_50,2023-03-14,2023-03-11,2023-03-07,2023-03-15,2023-03-12,2023-03-09,2023-03-12,2023-03-10,2023-03-06,0.34261,0.35709,0.38273,0.33866,0.41359
tworfaa,AG,1000,falling,gcc_50,2022-06-30,2022-06-27,2022-06-22,2022-07-01,2022-06-28,2022-06-23,2022-06-29,2022-06-25,2022-06-21,0.32611,0.34008,0.37487,0.31586,0.42947
tworfaa,AG,1000,falling,gcc_50,2021-09-18,2021-09-16,2021-09-11,2021-09-19,2021-09-17,2021-09-13,2021-09-16,2021-09-14,2021-09-10,0.3461,0.35411,0.37402,0.34422,0.39854
tworfaa,AG,1000,falling,gcc_50,2021-03-14,2021-03-12,2021-03-09,2021-03-15,2021-03-13,2021-03-10,2021-03-12,2021-03-11,2021-03-08,0.33252,0.34716,0.3803,0.32826,0.42443
tworfaa,AG,1000,falling,gcc_50,2020-10-06,2020-10-04,2020-10-02,2020-10-07,2020-10-05,2020-10-03,2020-10-04,2020-10-03,2020-10-01,0.3409,0.35001,0.36349,0.33928,0.38368
tworfaa,AG,1000,falling,gcc_50,2020-07-13,2020-07-08,2020-07-02,2020-07-15,2020-07-09,2020-07-03,2020-07-11,2020-07-06,2020-07-01,0.34333,0.35551,0.37713,0.33517,0.41812
tworfaa,AG,1000,falling,gcc_50,2020-02-17,2020-02-15,2020-02-11,2020-02-18,2020-02-16,2020-02-12,2020-02-15,2020-02-13,2020-02-10,0.34195,0.34667,0.36219,0.3388,0.38323
tworfaa,AG,1000,falling,gcc_50,2019-08-06,2019-08-03,2019-07-29,2019-08-07,2019-08-04,2019-07-30,2019-08-04,2019-08-01,2019-07-28,0.3371,0.34746,0.37047,0.33066,0.40729
tworfaa,AG,1000,falling,gcc_50,2019-03-26,2019-03-23,2019-03-19,2019-03-27,2019-03-24,2019-03-21,2019-03-24,2019-03-22,2019-03-18,0.33959,0.35561,0.39592,0.33209,0.43805
tworfaa,AG,1000,falling,gcc_50,2018-09-19,2018-09-18,2018-09-15,2018-09-20,2018-09-19,2018-09-17,2018-09-18,2018-09-17,2018-09-14,0.34708,0.35643,0.3937,0.34104,0.42765
tworfaa,AG,1000,falling,gcc_50,2018-06-28,2018-06-25,2018-06-15,2018-06-29,2018-06-26,2018-06-20,2018-06-26,2018-06-24,2018-06-13,0.34043,0.35631,0.38406,0.33317,0.43426
tworfaa,AG,1000,falling,gcc_mean,2023-03-14,2023-03-12,2023-03-08,2023-03-15,2023-03-13,2023-03-09,2023-03-12,2023-03-10,2023-03-07,0.3428,0.35146,0.37591,0.33757,0.41275
tworfaa,AG,1000,falling,gcc_mean,2022-06-30,2022-06-27,2022-06-22,2022-07-01,2022-06-28,2022-06-23,2022-06-29,2022-06-26,2022-06-21,0.32658,0.3409,0.37561,0.31642,0.42906
tworfaa,AG,1000,falling,gcc_mean,2021-09-18,2021-09-16,2021-09-12,2021-09-19,2021-09-17,2021-09-13,2021-09-16,2021-09-14,2021-09-11,0.34693,0.3548,0.37168,0.34321,0.39988
tworfaa,AG,1000,falling,gcc_mean,2021-03-13,2021-03-12,2021-03-09,2021-03-14,2021-03-13,2021-03-10,2021-03-12,2021-03-11,2021-03-08,0.33891,0.34751,0.38005,0.33087,0.42396
tworfaa,AG,1000,falling,gcc_mean,2020-10-06,2020-10-04,2020-10-02,2020-10-07,2020-10-05,2020-10-03,2020-10-04,2020-10-03,2020-10-01,0.34065,0.34968,0.36311,0.33907,0.38379
tworfaa,AG,1000,falling,gcc_mean,2020-07-13,2020-07-08,2020-07-02,2020-07-15,2020-07-09,2020-07-03,2020-07-11,2020-07-06,2020-07-01,0.34353,0.35576,0.37741,0.33564,0.4181
tworfaa,AG,1000,falling,gcc_mean,2020-02-17,2020-02-15,2020-02-11,2020-02-19,2020-02-16,2020-02-12,2020-02-15,2020-02-13,2020-02-10,0.34202,0.3467,0.36187,0.33854,0.38166
tworfaa,AG,1000,falling,gcc_mean,2019-08-06,2019-08-03,2019-07-29,2019-08-07,2019-08-04,2019-07-30,2019-08-04,2019-08-01,2019-07-28,0.33725,0.34758,0.37043,0.33088,0.40774
tworfaa,AG,1000,falling,gcc_mean,2019-03-26,2019-03-23,2019-03-19,2019-03-27,2019-03-24,2019-03-21,2019-03-24,2019-03-22,2019-03-18,0.3397,0.35553,0.39565,0.33247,0.43726
tworfaa,AG,1000,falling,gcc_mean,2018-09-19,2018-09-18,2018-09-15,2018-09-20,2018-09-19,2018-09-17,2018-09-18,2018-09-17,2018-09-14,0.34717,0.3565,0.39362,0.34106,0.42733
tworfaa,AG,1000,falling,gcc_mean,2018-06-28,2018-06-25,2018-06-18,2018-06-29,2018-06-26,2018-06-20,2018-06-26,2018-06-24,2018-06-14,0.34139,0.35741,0.38474,0.33373,0.434
