#
# Transition date estimate for uiefmiscanthus2
#
# Site: uiefmiscanthus2
# Veg Type: AG
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2019
# Year max: 2025
# Final Processing Date: 2025-10-02
# Final Processing Time: 00:16:44
# Spline RMSE gcc_mean: 0.00414
# Spline RMSE gcc_50: 0.00455
# Spline RMSE gcc_75: 0.00448
# Spline RMSE gcc_90: 0.00424
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
uiefmiscanthus2,AG,1000,rising,gcc_mean,2024-05-03,2024-05-10,2024-05-18,2024-05-01,2024-05-08,2024-05-16,2024-05-05,2024-05-11,2024-05-19,0.32496,0.34164,0.37334,0.3141,0.42432
uiefmiscanthus2,AG,1000,rising,gcc_mean,2025-05-05,2025-05-12,2025-05-20,2025-05-04,2025-05-11,2025-05-18,2025-05-08,2025-05-14,2025-05-21,0.3216,0.34069,0.37368,0.311,0.4333
uiefmiscanthus2,AG,1000,falling,gcc_90,2024-10-23,2024-10-21,2024-10-14,2024-10-24,2024-10-22,2024-10-16,2024-10-22,2024-10-19,2024-10-13,0.33014,0.3425,0.37901,0.3205,0.4283
uiefmiscanthus2,AG,1000,falling,gcc_90,2023-11-03,2023-10-29,2023-10-21,2023-11-05,2023-10-30,2023-10-23,2023-11-01,2023-10-27,2023-10-20,0.32693,0.34264,0.37341,0.31657,0.42708
uiefmiscanthus2,AG,1000,falling,gcc_90,2022-10-22,2022-10-18,2022-10-10,2022-10-23,2022-10-19,2022-10-12,2022-10-20,2022-10-16,2022-10-08,0.32415,0.34127,0.3734,0.31372,0.43278
uiefmiscanthus2,AG,1000,falling,gcc_90,2021-11-12,2021-11-06,2021-10-26,2021-11-14,2021-11-07,2021-10-29,2021-11-09,2021-11-03,2021-10-24,0.326,0.33959,0.36611,0.31785,0.41167
uiefmiscanthus2,AG,1000,falling,gcc_90,2020-10-15,2020-10-11,2020-10-04,2020-10-16,2020-10-12,2020-10-06,2020-10-13,2020-10-10,2020-10-03,0.33179,0.34684,0.3778,0.32156,0.42808
uiefmiscanthus2,AG,1000,falling,gcc_90,2019-10-25,2019-10-19,2019-10-06,2019-10-27,2019-10-20,2019-10-09,2019-10-23,2019-10-17,2019-10-05,0.32695,0.34368,0.37609,0.31579,0.43337
uiefmiscanthus2,AG,1000,falling,gcc_75,2024-10-24,2024-10-21,2024-10-14,2024-10-25,2024-10-22,2024-10-16,2024-10-22,2024-10-19,2024-10-13,0.32741,0.34494,0.376,0.32149,0.42431
uiefmiscanthus2,AG,1000,falling,gcc_75,2023-11-03,2023-10-29,2023-10-20,2023-11-04,2023-10-30,2023-10-22,2023-11-01,2023-10-27,2023-10-19,0.32431,0.33909,0.37217,0.31477,0.42338
uiefmiscanthus2,AG,1000,falling,gcc_75,2022-10-23,2022-10-18,2022-10-10,2022-10-24,2022-10-19,2022-10-12,2022-10-21,2022-10-16,2022-10-09,0.31931,0.33848,0.36981,0.31054,0.42665
uiefmiscanthus2,AG,1000,falling,gcc_75,2021-11-12,2021-11-06,2021-10-26,2021-11-15,2021-11-08,2021-10-29,2021-11-10,2021-11-04,2021-10-24,0.32491,0.33807,0.36384,0.31599,0.40869
uiefmiscanthus2,AG,1000,falling,gcc_75,2020-10-14,2020-10-10,2020-10-04,2020-10-15,2020-10-11,2020-10-05,2020-10-12,2020-10-09,2020-10-03,0.33175,0.34841,0.37447,0.324,0.42401
uiefmiscanthus2,AG,1000,falling,gcc_75,2019-10-25,2019-10-19,2019-10-06,2019-10-27,2019-10-20,2019-10-09,2019-10-23,2019-10-17,2019-10-05,0.3246,0.34106,0.37356,0.31345,0.42952
uiefmiscanthus2,AG,1000,falling,gcc_50,2024-10-24,2024-10-21,2024-10-14,2024-10-25,2024-10-22,2024-10-16,2024-10-22,2024-10-19,2024-10-13,0.32145,0.33891,0.37052,0.31561,0.42086
uiefmiscanthus2,AG,1000,falling,gcc_50,2023-11-03,2023-10-28,2023-10-20,2023-11-05,2023-10-29,2023-10-22,2023-11-01,2023-10-26,2023-10-19,0.32113,0.33754,0.36569,0.31145,0.41938
uiefmiscanthus2,AG,1000,falling,gcc_50,2022-10-23,2022-10-18,2022-10-10,2022-10-24,2022-10-19,2022-10-12,2022-10-21,2022-10-16,2022-10-09,0.3158,0.33426,0.36515,0.3072,0.42073
uiefmiscanthus2,AG,1000,falling,gcc_50,2021-11-13,2021-11-06,2021-10-26,2021-11-17,2021-11-08,2021-10-29,2021-11-11,2021-11-04,2021-10-24,0.32144,0.335,0.35954,0.31212,0.4056
uiefmiscanthus2,AG,1000,falling,gcc_50,2020-10-17,2020-10-13,2020-10-07,2020-10-18,2020-10-14,2020-10-09,2020-10-15,2020-10-11,2020-10-05,0.3236,0.33781,0.3678,0.3157,0.4191
uiefmiscanthus2,AG,1000,falling,gcc_50,2019-10-25,2019-10-19,2019-10-06,2019-10-27,2019-10-20,2019-10-09,2019-10-23,2019-10-17,2019-10-05,0.3219,0.33799,0.36949,0.31083,0.42496
uiefmiscanthus2,AG,1000,falling,gcc_mean,2024-10-23,2024-10-21,2024-10-14,2024-10-24,2024-10-22,2024-10-16,2024-10-22,2024-10-19,2024-10-13,0.32652,0.33886,0.37103,0.31689,0.42139
uiefmiscanthus2,AG,1000,falling,gcc_mean,2023-11-03,2023-10-29,2023-10-20,2023-11-05,2023-10-30,2023-10-22,2023-11-01,2023-10-27,2023-10-19,0.32117,0.33537,0.36739,0.31112,0.4194
uiefmiscanthus2,AG,1000,falling,gcc_mean,2022-10-22,2022-10-18,2022-10-10,2022-10-24,2022-10-19,2022-10-12,2022-10-21,2022-10-16,2022-10-09,0.31775,0.33434,0.36572,0.30635,0.42109
uiefmiscanthus2,AG,1000,falling,gcc_mean,2021-11-14,2021-11-06,2021-10-25,2021-11-20,2021-11-08,2021-10-28,2021-11-11,2021-11-04,2021-10-24,0.31975,0.33305,0.35914,0.3106,0.4049
uiefmiscanthus2,AG,1000,falling,gcc_mean,2020-10-15,2020-10-11,2020-10-04,2020-10-16,2020-10-12,2020-10-06,2020-10-13,2020-10-09,2020-10-03,0.32542,0.33982,0.37018,0.31589,0.41946
uiefmiscanthus2,AG,1000,falling,gcc_mean,2019-10-25,2019-10-19,2019-10-06,2019-10-27,2019-10-20,2019-10-09,2019-10-23,2019-10-17,2019-10-05,0.32117,0.3375,0.36925,0.30975,0.4245
