#
# ROI List for tidewater
#
# Site: tidewater
# Veg Type: AG
# ROI ID Number: 1000
# Owner: oscarz
# Creation Date: 2023-07-18
# Creation Time: 11:21:07
# Update Date: 2023-07-18
# Update Time: 11:21:07
# Description: Crop canopy view
#
start_date,start_time,end_date,end_time,maskfile,sample_image
2023-04-26,00:00:00,9999-12-31,00:00:00,tidewater_AG_1000_01.tif,tidewater_2023_06_05_115005.jpg

